代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持張 ＞600 ≦800 (萬張),＞600 ≦800 增減 (張),＞600 ≦800 增減 (%),持張 ＞800 ≦1千 (萬張),＞800 ≦1千 增減 (張),＞800 ≦1千 增減 (%),持張 ＞1千 (萬張),＞1千 增減 (張),＞1千 增減 (%)
1101,台泥,23.0,-0.2,-0.86,26W01,01/02,9.89,-1381.0,-1.38,8.17,2463.0,3.11,361.0,21563.0,0.6
1102,亞泥,37.7,0.5,1.34,26W01,01/02,3.57,7.36,0.02,2.92,6.21,0.02,287.0,5557.0,0.19
1103,嘉泥,13.85,-0.1,-0.72,26W01,01/02,1.02,-37.6,-0.37,0.43,0.0,0.0,59.4,249.0,0.04
1216,統一,77.4,0.3,0.39,26W01,01/02,7.42,-1523.0,-2.01,6.3,1766.0,2.88,490.0,4066.0,0.08
1219,福壽,13.45,0.0,0.0,26W01,01/02,0.46,0.0,0.0,0.7,0.0,0.0,18.9,43.0,0.02
1220,台榮,12.5,0.05,0.4,26W01,01/02,0.37,0.0,0.0,0.44,0.0,0.0,10.8,98.0,0.09
1225,福懋油,28.55,0.05,0.18,26W01,01/02,0.22,157.0,7.84,0.16,-839.0,-34.1,20.9,29.6,0.01
1229,聯華,47.0,-0.55,-1.16,26W01,01/02,1.25,29.0,0.23,1.23,-14.0,-0.11,113.0,569.0,0.05
1236,宏亞,25.65,0.2,0.79,26W01,01/02,0.0,0.0,,0.28,0.0,0.0,6.8,106.0,0.16
1295,生合,86.3,1.3,1.53,26W01,01/02,0.22,0.0,0.0,0.19,4.0,0.21,1.42,3.0,0.02
1303,南亞,57.0,-3.2,-5.32,26W01,01/02,6.59,3301.0,5.27,5.22,-1705.0,-3.16,619.0,3937.0,0.06
1304,台聚,10.65,-0.45,-4.05,26W01,01/02,1.29,371.0,2.96,1.24,-1970.0,-13.7,67.7,1619.0,0.24
1308,亞聚,12.85,-0.3,-2.28,26W01,01/02,0.36,21.0,0.58,0.09,-999.0,-51.9,29.5,1591.0,0.54
1310,台苯,8.68,-0.18,-2.03,26W01,01/02,0.97,-837.0,-7.97,0.65,-78.0,-1.19,16.8,554.0,0.33
1319,東陽,97.7,0.7,0.72,26W01,01/02,0.75,16.2,0.22,0.65,858.0,15.3,47.9,2211.0,0.46
1321,大洋,35.0,-0.15,-0.43,26W01,01/02,0.83,0.0,0.0,1.17,2.0,0.02,12.2,16.0,0.01
1323,永裕,19.5,0.05,0.26,26W01,01/02,0.48,0.0,0.0,0.09,11.0,1.25,5.39,44.8,0.08
1324,地球,10.5,0.2,1.94,26W01,01/02,0.13,0.0,0.0,0.19,1.0,0.05,4.57,9.0,0.02
1326,台化,30.95,-1.15,-3.58,26W01,01/02,4.76,-2186.0,-4.39,3.48,767.0,2.26,456.0,2428.0,0.05
1337,再生-KY,4.79,-0.01,-0.21,26W01,01/02,0.68,-794.0,-10.5,0.35,0.0,0.0,10.4,1015.0,0.99
1338,廣華-KY,20.3,-0.3,-1.46,26W01,01/02,0.15,-709.0,-31.9,0.18,986.0,120.0,2.99,50.0,0.17
1409,新纖,14.75,-0.25,-1.67,26W01,01/02,1.39,-204.0,-1.44,1.16,762.0,7.0,98.6,270.0,0.03
1410,南染,34.45,0.15,0.44,26W01,01/02,0.15,0.0,0.0,0.18,0.0,0.0,4.15,4.99,0.01
1418,東華,19.95,0.1,0.5,26W01,01/02,0.12,0.0,0.0,0.18,0.0,0.0,3.37,3.98,0.01
1436,華友聯,65.0,0.1,0.15,26W01,01/02,0.14,0.0,0.0,0.37,9.0,0.24,14.6,188.0,0.13
1437,勤益控,34.5,-0.05,-0.14,26W01,01/02,1.03,-2.0,-0.02,0.85,0.0,0.0,13.2,181.0,0.14
1439,雋揚,29.35,-0.55,-1.84,26W01,01/02,0.22,6.0,0.27,0.17,0.0,0.0,7.02,12.0,0.02
1442,名軒,28.65,-0.9,-3.05,26W01,01/02,1.14,-117.0,-1.01,0.97,-1018.0,-9.46,29.1,238.0,0.08
1446,宏和,18.3,0.0,0.0,26W01,01/02,0.06,0.0,0.0,0.0,0.0,,8.91,10.9,0.01
1449,佳和,11.15,0.05,0.45,26W01,01/02,0.82,-10.0,-0.12,0.08,1.0,0.12,4.25,65.0,0.15
1452,宏益,11.75,0.0,0.0,26W01,01/02,0.54,0.0,0.0,0.43,4.0,0.09,4.85,13.4,0.03
1460,宏遠,6.39,0.01,0.16,26W01,01/02,1.19,-40.0,-0.34,1.66,22.0,0.13,42.4,1448.0,0.34
1463,強盛新,18.5,-0.05,-0.27,26W01,01/02,0.33,0.0,0.0,0.09,0.0,0.0,12.7,72.0,0.06
1464,得力,11.0,-0.05,-0.45,26W01,01/02,1.08,-11.0,-0.1,0.55,-985.0,-15.3,22.5,1107.0,0.49
1466,聚隆,14.1,-0.1,-0.7,26W01,01/02,0.26,-649.0,-20.0,0.1,0.0,0.0,6.96,202.0,0.29
1471,首利,8.83,0.05,0.57,26W01,01/02,0.19,0.0,0.0,0.0,0.0,,2.94,54.0,0.18
1472,三洋實業,88.1,0.1,0.11,26W01,01/02,0.15,0.0,0.0,0.1,-994.0,-49.8,3.63,1233.0,3.52
1473,台南,24.35,-0.45,-1.81,26W01,01/02,0.14,0.0,0.0,0.08,0.0,0.0,9.99,22.0,0.02
1474,弘裕,10.45,-0.2,-1.88,26W01,01/02,0.4,0.0,0.0,0.17,45.0,2.7,6.64,60.0,0.09
1503,士電,169.0,-1.0,-0.59,26W01,01/02,0.43,784.0,22.1,0.27,0.0,0.0,37.4,96.7,0.03
1513,中興電,148.5,-1.0,-0.67,26W01,01/02,0.67,-664.0,-9.03,0.64,-1747.0,-21.4,20.0,4507.0,2.3
1514,亞力,98.1,-1.4,-1.41,26W01,01/02,0.97,-702.0,-6.71,0.17,0.0,0.0,9.6,2179.0,2.32
1515,力山,27.3,-0.1,-0.36,26W01,01/02,0.3,3.0,0.1,0.72,16.7,0.23,7.79,52.0,0.07
1522,堤維西,45.7,-0.25,-0.54,26W01,01/02,0.53,-2193.0,-29.5,0.94,1608.0,20.6,17.2,155.0,0.09
1527,鑽全,32.55,-0.15,-0.46,26W01,01/02,0.27,-58.0,-2.11,0.08,0.0,0.0,3.45,183.0,0.53
1532,勤美,26.05,-0.2,-0.76,26W01,01/02,1.11,-765.0,-6.43,0.45,-140.0,-3.02,24.7,1000.0,0.41
1535,中宇,53.0,-0.2,-0.38,26W01,01/02,0.0,0.0,,0.0,0.0,,9.34,32.0,0.03
1537,廣隆,125.0,0.0,0.0,26W01,01/02,0.44,0.0,0.0,0.09,0.0,0.0,3.48,25.0,0.07
1540,喬福,23.1,0.2,0.87,26W01,01/02,0.13,0.0,0.0,0.19,3.0,0.16,1.98,5.0,0.03
1558,伸興,101.5,-1.0,-0.98,26W01,01/02,0.64,24.0,0.37,0.35,0.0,0.0,0.74,120.0,1.66
1560,中砂,407.0,10.5,2.65,26W01,01/02,0.53,-257.0,-4.6,0.55,62.8,1.17,7.75,155.0,0.2
1563,巧新,47.75,-1.25,-2.55,26W01,01/02,0.86,-25.7,-0.3,0.62,0.0,0.0,6.75,334.0,0.5
1565,精華,116.0,0.0,0.0,26W01,01/02,0.07,5.0,0.7,0.1,0.0,0.0,0.46,50.0,1.09
1568,倉佑,22.3,-0.25,-1.11,26W01,01/02,0.13,1.0,0.08,0.26,0.0,0.0,5.78,12.0,0.02
1569,濱川,55.3,1.3,2.41,26W01,01/02,0.14,-2.0,-0.14,0.09,0.0,0.0,5.28,18.0,0.03
1570,力肯,32.0,0.05,0.16,26W01,01/02,0.07,0.0,0.0,0.08,0.0,0.0,2.32,5.0,0.02
1582,信錦,66.0,-0.4,-0.6,26W01,01/02,0.36,191.0,5.67,0.17,-837.0,-32.5,3.53,128.0,0.36
1583,程泰,44.5,0.35,0.79,26W01,01/02,0.0,0.0,,0.09,0.0,0.0,9.79,562.0,0.58
1584,精剛,22.75,-0.45,-1.94,26W01,01/02,0.49,-201.0,-3.98,0.28,1.0,0.04,7.87,1961.0,2.55
1590,亞德客-KY,956.0,26.0,2.8,26W01,01/02,1.36,684.0,5.29,0.62,-29.8,-0.48,10.7,63.0,0.06
1597,直得,73.0,1.0,1.39,26W01,01/02,0.06,0.0,0.0,0.36,4.32,0.12,3.54,4.0,0.01
1598,岱宇,20.6,-0.1,-0.48,26W01,01/02,0.62,11.0,0.18,0.36,0.0,0.0,8.77,266.0,0.3
1604,聲寶,24.3,-0.1,-0.41,26W01,01/02,0.48,-1294.0,-21.1,0.37,0.0,0.0,20.4,51.6,0.03
1702,南僑,39.05,-0.15,-0.38,26W01,01/02,0.26,0.0,0.0,0.26,-1809.0,-41.4,16.3,1013.0,0.63
1708,東鹼,32.05,-0.1,-0.31,26W01,01/02,0.56,-1327.0,-19.1,0.44,-12.0,-0.27,9.19,850.0,0.93
1709,和益,16.6,-0.05,-0.3,26W01,01/02,1.47,-617.0,-4.02,1.17,-13.0,-0.11,24.5,26.9,0.01
1710,東聯,12.25,-0.2,-1.61,26W01,01/02,1.19,21.0,0.18,1.54,-855.0,-5.26,51.7,148.0,0.03
1712,興農,44.1,0.35,0.8,26W01,01/02,1.42,-670.0,-4.49,1.28,-1005.0,-7.29,19.6,1598.0,0.82
1717,長興,41.95,1.05,2.57,26W01,01/02,2.39,1229.0,5.41,2.71,-1033.0,-3.67,71.2,2435.0,0.34
1718,中纖,6.75,-0.11,-1.6,26W01,01/02,2.83,-23.0,-0.08,2.68,0.0,0.0,82.6,1878.0,0.23
1721,三晃,17.35,0.85,5.15,26W01,01/02,0.56,648.0,13.2,0.26,838.0,47.8,5.99,3146.0,5.54
1722,台肥,47.55,-0.25,-0.52,26W01,01/02,1.5,-2173.0,-12.7,1.06,807.0,8.24,61.7,1898.0,0.31
1733,五鼎,30.55,0.1,0.33,26W01,01/02,0.5,-803.0,-13.8,0.28,-13.0,-0.47,2.93,1050.0,3.71
1734,杏輝,30.5,0.0,0.0,26W01,01/02,0.49,-26.0,-0.53,0.17,0.0,0.0,6.96,27.0,0.04
1736,喬山,148.5,-2.5,-1.66,26W01,01/02,0.85,63.6,0.75,0.33,0.0,0.0,25.5,45.0,0.02
1742,台蠟,14.95,1.35,9.93,26W01,01/02,0.55,-64.0,-1.15,0.08,0.0,0.0,6.59,545.0,0.83
1781,合世,11.0,-0.05,-0.45,26W01,01/02,0.07,0.0,0.0,0.18,-21.0,-1.14,1.38,10.0,0.07
1783,和康生,42.8,0.0,0.0,26W01,01/02,0.28,-5.0,-0.18,0.27,3.0,0.11,4.85,30.0,0.06
1786,科妍,73.0,0.4,0.55,26W01,01/02,0.26,-689.0,-20.8,0.09,66.0,7.56,2.85,173.0,0.61
1805,寶徠,11.95,-0.15,-1.24,26W01,01/02,0.21,0.0,0.0,0.38,2.0,0.05,9.19,183.0,0.2
1808,潤隆,33.5,-0.6,-1.76,26W01,01/02,0.55,61.4,1.13,0.37,-1766.0,-32.4,68.9,151.0,0.02
1809,中釉,18.0,0.55,3.15,26W01,01/02,0.23,-1215.0,-34.3,0.09,-972.0,-51.3,7.84,878.0,1.13
1810,和成,17.6,0.05,0.28,26W01,01/02,0.48,-621.0,-11.5,0.43,-94.7,-2.17,18.4,1194.0,0.65
1815,富喬,90.7,-3.7,-3.92,26W01,01/02,1.06,2025.0,23.7,1.01,5667.0,128.0,25.6,32943.0,14.8
1903,士紙,54.2,0.3,0.56,26W01,01/02,0.35,-661.0,-15.8,0.74,0.0,0.0,19.5,60.0,0.03
2002,中鋼,18.75,-0.25,-1.32,26W01,01/02,13.4,-1095.0,-0.81,10.0,4453.0,4.65,805.0,43852.0,0.55
2008,高興昌,29.05,-0.05,-0.17,26W01,01/02,0.0,0.0,,0.1,0.0,0.0,17.2,31.4,0.02
2009,第一銅,48.6,0.35,0.73,26W01,01/02,0.14,-1456.0,-51.1,0.26,44.0,1.72,20.2,703.0,0.35
2012,春雨,16.8,-0.15,-0.88,26W01,01/02,0.92,-1.0,-0.01,0.51,0.0,0.0,22.7,76.2,0.03
2014,中鴻,15.65,-0.1,-0.63,26W01,01/02,1.2,-2159.0,-15.3,1.12,-192.0,-1.68,65.2,2639.0,0.41
2020,美亞,23.6,-0.2,-0.84,26W01,01/02,0.48,632.0,15.2,0.55,-802.0,-12.7,11.9,1210.0,1.03
2022,聚亨,8.12,-0.13,-1.58,26W01,01/02,0.41,42.0,1.04,0.18,0.0,0.0,11.8,58.0,0.05
2024,志聯,17.5,0.0,0.0,26W01,01/02,0.07,0.0,0.0,0.0,0.0,,7.85,28.0,0.04
2030,彰源,14.55,-0.25,-1.69,26W01,01/02,0.29,0.0,0.0,0.45,0.0,0.0,10.9,80.0,0.07
2032,新鋼,15.3,-0.05,-0.33,26W01,01/02,0.44,-610.0,-12.3,0.09,0.0,0.0,6.25,76.4,0.12
2034,允強,20.9,-0.5,-2.34,26W01,01/02,0.76,-392.0,-4.9,0.63,-983.0,-13.4,22.3,3431.0,1.56
2038,海光,14.5,-0.05,-0.34,26W01,01/02,0.21,5.0,0.24,0.1,0.0,0.0,9.76,208.0,0.21
2049,上銀,196.0,2.0,1.03,26W01,01/02,1.12,-545.0,-4.66,0.8,-61.4,-0.76,18.5,566.0,0.31
2059,川湖,3460.0,-290.0,-7.73,26W01,01/02,0.28,0.0,0.0,0.25,-26.7,-1.04,5.43,39.5,0.07
2063,世鎧,24.3,0.05,0.21,26W01,01/02,0.37,-676.0,-15.5,0.09,0.0,0.0,1.88,823.0,4.58
2065,世豐,28.65,0.0,0.0,26W01,01/02,0.14,0.0,0.0,0.1,0.0,0.0,2.7,370.0,1.39
2069,運錩,18.4,-0.05,-0.27,26W01,01/02,0.61,-122.0,-1.95,0.17,0.0,0.0,8.73,130.0,0.15
2101,南港,37.45,0.2,0.54,26W01,01/02,1.06,-810.0,-7.12,0.44,-3752.0,-46.0,43.3,3905.0,0.91
2103,台橡,15.0,-0.5,-3.23,26W01,01/02,0.79,-1507.0,-16.1,0.63,0.0,0.0,43.2,688.0,0.16
2107,厚生,24.65,0.0,0.0,26W01,01/02,0.34,-7.0,-0.2,0.46,8.0,0.17,15.9,89.4,0.06
2108,南帝,23.2,-0.25,-1.07,26W01,01/02,0.83,-61.0,-0.73,1.28,-892.0,-6.5,31.9,1141.0,0.36
2109,華豐,15.0,0.05,0.33,26W01,01/02,0.5,6.0,0.12,0.64,0.0,0.0,18.6,39.0,0.02
2207,和泰車,546.0,-4.0,-0.73,26W01,01/02,1.15,-199.0,-1.7,0.55,-31.0,-0.57,46.8,1707.0,0.37
2208,台船,19.95,-0.05,-0.25,26W01,01/02,1.51,501.0,3.42,1.14,806.0,7.6,64.3,560.0,0.09
2230,泰茂,92.9,1.0,1.09,26W01,01/02,0.22,-665.0,-23.1,0.44,-25.9,-0.59,2.39,12.8,0.05
2231,為升,93.3,0.4,0.43,26W01,01/02,0.07,-631.0,-47.2,0.18,-1.0,-0.06,8.08,31.7,0.04
2233,宇隆,225.5,6.5,2.97,26W01,01/02,0.42,-578.0,-12.1,0.1,0.0,0.0,2.34,212.0,0.91
2241,艾姆勒,37.2,0.55,1.5,26W01,01/02,0.0,-738.0,-100.0,0.46,936.0,25.9,3.06,369.0,1.22
2301,光寶科,167.0,3.5,2.14,26W01,01/02,3.22,312.0,0.98,3.17,-4598.0,-12.7,172.0,2572.0,0.15
2303,聯電,48.7,-0.55,-1.12,26W01,01/02,7.67,61.5,0.08,7.36,-1705.0,-2.26,892.0,3329.0,0.04
2308,台達電,995.0,32.0,3.32,26W01,01/02,4.99,274.0,0.55,5.94,2267.0,3.96,198.0,2161.0,0.11
2312,金寶,22.95,0.55,2.46,26W01,01/02,2.86,1961.0,7.36,1.52,-1835.0,-10.8,70.0,1692.0,0.24
2316,楠梓電,101.0,-2.0,-1.94,26W01,01/02,0.21,79.6,4.01,0.35,797.0,29.0,10.5,343.0,0.33
2317,鴻海,232.0,1.5,0.65,26W01,01/02,11.6,1407.0,1.23,12.4,682.0,0.55,926.0,11218.0,0.12
2323,中環,11.1,0.3,2.78,26W01,01/02,2.11,-1174.0,-5.28,1.37,93.9,0.69,39.9,3901.0,0.99
2324,仁寶,30.8,0.4,1.32,26W01,01/02,5.96,1732.0,2.99,5.66,-699.0,-1.22,288.0,11715.0,0.41
2329,華泰,55.9,-0.1,-0.18,26W01,01/02,0.93,2069.0,28.8,0.53,-1003.0,-15.9,32.7,97869.0,42.8
2330,台積電,1585.0,35.0,2.26,26W01,01/02,22.1,1131.0,0.51,20.8,-682.0,-0.33,2244.0,30935.0,0.14
2332,友訊,14.95,-0.1,-0.66,26W01,01/02,1.3,-742.0,-5.39,0.55,-46.0,-0.83,22.3,651.0,0.29
2337,旺宏,43.35,3.9,9.89,26W01,01/02,3.3,-321.0,-0.96,2.27,2181.0,10.6,72.7,40579.0,5.91
2338,光罩,35.95,0.6,1.7,26W01,01/02,0.43,-1336.0,-23.6,0.35,27.0,0.78,14.7,61.3,0.04
2345,智邦,1145.0,-40.0,-3.38,26W01,01/02,2.26,-1529.0,-6.34,1.92,838.0,4.58,31.1,982.0,0.32
2349,錸德,14.85,-0.45,-2.94,26W01,01/02,1.63,-1211.0,-6.9,1.13,17.0,0.15,13.8,251.0,0.18
2351,順德,76.7,-0.9,-1.16,26W01,01/02,0.77,1133.0,17.3,0.46,-851.0,-15.5,9.24,189.0,0.2
2354,鴻準,61.5,-0.2,-0.32,26W01,01/02,1.34,-113.0,-0.84,0.71,-1989.0,-22.0,65.7,3328.0,0.51
2356,英業達,44.55,1.65,3.85,26W01,01/02,2.81,71.6,0.26,2.38,-2777.0,-10.5,237.0,4398.0,0.19
2359,所羅門,129.0,3.5,2.79,26W01,01/02,0.29,775.0,36.7,0.54,-1785.0,-24.7,6.52,286.0,0.44
2363,矽統,46.7,0.1,0.21,26W01,01/02,0.65,239.0,3.81,0.44,-792.0,-15.3,14.0,895.0,0.64
2368,金像電,643.0,-44.0,-6.4,26W01,01/02,1.35,-2096.0,-13.4,1.13,-2926.0,-20.5,35.1,3140.0,0.9
2376,技嘉,259.0,9.5,3.81,26W01,01/02,0.96,-68.7,-0.71,1.12,-2456.0,-18.0,40.3,2568.0,0.64
2380,虹光,4.62,-0.06,-1.28,26W01,01/02,0.28,0.0,0.0,0.45,0.0,0.0,7.96,8.0,0.01
2383,台光電,1590.0,-55.0,-3.34,26W01,01/02,1.43,807.0,5.99,1.78,-1684.0,-8.66,20.1,28.9,0.01
2387,精元,38.5,0.0,0.0,26W01,01/02,0.36,97.9,2.82,0.62,-1022.0,-14.1,9.99,123.0,0.12
2397,友通,61.0,0.2,0.33,26W01,01/02,0.06,0.0,0.0,0.08,-9.0,-1.1,8.22,13.0,0.02
2399,映泰,27.3,1.15,4.4,26W01,01/02,0.29,0.84,0.03,0.18,-863.0,-32.4,3.08,2449.0,8.63
2401,凌陽,20.2,0.3,1.51,26W01,01/02,0.7,49.0,0.7,0.84,-2552.0,-23.3,17.2,1193.0,0.7
2404,漢唐,960.0,11.0,1.16,26W01,01/02,0.83,-1519.0,-15.5,0.62,882.0,16.6,8.09,511.0,0.64
2405,輔信,18.0,0.2,1.12,26W01,01/02,0.63,-1336.0,-17.5,0.45,754.0,20.1,6.52,336.0,0.52
2412,中華電,132.0,1.5,1.15,26W01,01/02,4.52,68.6,0.15,4.48,-796.0,-1.75,596.0,3019.0,0.05
2413,環科,46.1,0.5,1.1,26W01,01/02,0.15,781.0,111.0,0.26,-817.0,-24.2,6.62,68.0,0.1
2424,隴華,36.65,1.25,3.53,26W01,01/02,0.0,0.0,,0.1,0.0,0.0,5.08,87.0,0.17
2438,翔耀,21.6,0.15,0.7,26W01,01/02,0.21,0.0,0.0,0.38,-895.0,-19.0,2.93,784.0,2.75
2440,太空梭,14.45,-0.15,-1.03,26W01,01/02,0.08,0.0,0.0,0.0,0.0,,9.14,160.0,0.18
2441,超豐,90.2,1.2,1.35,26W01,01/02,1.12,263.0,2.41,1.26,-115.0,-0.9,39.8,890.0,0.22
2449,京元電子,267.5,20.0,8.08,26W01,01/02,2.95,-890.0,-2.92,2.29,870.0,3.95,82.5,11732.0,1.44
2454,聯發科,1470.0,40.0,2.8,26W01,01/02,5.99,114.0,0.19,3.94,-1964.0,-4.74,106.0,3466.0,0.33
2455,全新,150.5,-1.0,-0.66,26W01,01/02,0.57,-640.0,-10.1,0.61,750.0,14.1,8.55,3117.0,3.78
2460,建通,22.1,2.0,9.95,26W01,01/02,0.36,0.0,0.0,0.08,0.0,0.0,9.59,83.0,0.09
2464,盟立,63.5,1.6,2.58,26W01,01/02,0.19,604.0,46.1,0.09,-980.0,-53.0,5.66,1042.0,1.87
2467,志聖,270.0,19.5,7.78,26W01,01/02,0.78,2738.0,54.2,0.18,-846.0,-31.6,9.41,1594.0,1.72
2472,立隆電,117.5,10.5,9.81,26W01,01/02,0.54,846.0,18.6,0.46,-80.2,-1.71,7.28,755.0,1.05
2480,敦陽科,152.5,1.5,0.99,26W01,01/02,0.42,-604.0,-12.6,0.18,2.0,0.11,2.24,27.0,0.12
2481,強茂,79.9,-0.2,-0.25,26W01,01/02,1.03,225.0,2.24,0.56,-2713.0,-32.7,16.1,550.0,0.34
2485,兆赫,25.55,-0.85,-3.22,26W01,01/02,0.8,-587.0,-6.85,0.19,982.0,109.0,6.92,1451.0,2.14
2486,一詮,96.1,2.2,2.34,26W01,01/02,0.49,850.0,21.1,0.27,-92.2,-3.34,7.35,1107.0,1.53
2488,漢平,46.1,0.2,0.44,26W01,01/02,0.14,0.0,0.0,0.0,0.0,,3.23,16.0,0.05
2489,瑞軒,15.4,0.25,1.65,26W01,01/02,1.16,-2859.0,-19.7,0.9,1723.0,23.8,17.3,1547.0,0.9
2491,吉祥全,19.4,-0.5,-2.51,26W01,01/02,0.21,-7.0,-0.33,0.18,0.0,0.0,5.33,10.0,0.02
2492,華新科,124.5,7.5,6.41,26W01,01/02,0.47,-857.0,-15.4,0.55,64.2,1.18,24.3,2439.0,1.02
2501,國建,23.3,-0.1,-0.43,26W01,01/02,1.08,-2272.0,-17.4,1.33,1090.0,8.9,83.8,505.0,0.06
2505,國揚,20.0,0.0,0.0,26W01,01/02,0.94,-7.0,-0.07,0.26,-842.0,-24.2,28.3,1304.0,0.46
2506,太設,9.28,-0.06,-0.64,26W01,01/02,0.7,8.0,0.11,0.36,0.0,0.0,27.5,91.0,0.03
2514,龍邦,15.1,-0.05,-0.33,26W01,01/02,0.55,-6.0,-0.11,0.35,-11.2,-0.32,33.8,69.0,0.02
2515,中工,12.9,0.1,0.78,26W01,01/02,2.79,6148.0,28.3,2.35,-2479.0,-9.55,82.4,40339.0,5.15
2527,宏璟,29.25,0.2,0.69,26W01,01/02,0.47,1241.0,35.8,0.09,0.0,0.0,19.9,54.0,0.03
2534,宏盛,20.8,0.0,0.0,26W01,01/02,1.55,687.0,4.63,1.08,-874.0,-7.47,31.3,207.0,0.07
2537,聯上發,11.6,-0.35,-2.93,26W01,01/02,0.55,-1396.0,-20.2,0.8,894.0,12.6,13.7,901.0,0.66
2539,櫻花建,48.0,-0.5,-1.03,26W01,01/02,0.83,681.0,8.99,0.63,-1746.0,-21.6,102.0,1075.0,0.11
2542,興富發,39.25,-0.95,-2.36,26W01,01/02,2.28,20.0,0.09,2.21,93.4,0.42,123.0,7378.0,0.61
2543,皇昌,60.5,0.4,0.67,26W01,01/02,0.64,-119.0,-1.83,0.54,5.0,0.09,37.7,202.0,0.05
2545,皇翔,39.0,-0.15,-0.38,26W01,01/02,0.2,0.0,0.0,0.17,0.0,0.0,28.3,35.0,0.01
2548,華固,115.0,-1.5,-1.29,26W01,01/02,1.15,44.0,0.38,1.19,-844.0,-6.63,14.8,1759.0,1.2
2596,綠意,38.8,0.0,0.0,26W01,01/02,0.43,63.0,1.48,0.57,0.0,0.0,5.66,40.0,0.07
2597,潤弘,167.5,-0.5,-0.3,26W01,01/02,0.41,-840.0,-17.1,0.44,-842.0,-16.1,23.0,1072.0,0.47
2603,長榮,193.0,3.0,1.58,26W01,01/02,3.57,1318.0,3.83,3.01,-1011.0,-3.25,130.0,12871.0,1.0
2606,裕民,60.4,0.0,0.0,26W01,01/02,0.49,756.0,18.1,0.64,-1858.0,-22.6,57.8,2203.0,0.38
2609,陽明,56.0,0.3,0.54,26W01,01/02,3.33,3575.0,12.0,3.05,201.0,0.66,192.0,15798.0,0.83
2610,華航,20.25,0.05,0.25,26W01,01/02,5.45,-116.0,-0.21,6.23,5777.0,10.2,399.0,22920.0,0.58
2613,中櫃,24.05,0.4,1.69,26W01,01/02,0.2,0.0,0.0,0.0,0.0,,7.31,9.0,0.01
2618,長榮航,36.5,-0.05,-0.14,26W01,01/02,6.71,2683.0,4.16,4.3,-74.2,-0.17,372.0,9644.0,0.26
2633,台灣高鐵,28.0,0.0,0.0,26W01,01/02,3.39,-2038.0,-5.67,4.17,841.0,2.06,477.0,3414.0,0.07
2636,台驊控股,67.1,0.1,0.15,26W01,01/02,0.27,-1519.0,-35.7,0.27,867.0,46.2,4.72,219.0,0.47
2637,慧洋-KY,67.8,-0.1,-0.15,26W01,01/02,1.39,-1975.0,-12.5,1.32,-1812.0,-12.1,53.7,5379.0,1.01
2640,大車隊,135.5,-8.0,-5.57,26W01,01/02,0.43,7.0,0.16,0.1,0.0,0.0,3.51,45.0,0.13
2705,六福,16.55,-0.05,-0.3,26W01,01/02,0.36,0.0,0.0,0.35,0.0,0.0,11.1,74.0,0.07
2723,美食-KY,69.8,-1.0,-1.41,26W01,01/02,0.13,-617.0,-31.7,0.38,14.0,0.37,11.3,356.0,0.32
